Channel Wavelength(nm) Current BackGround Spectrum1 Spectrum2 Spectrum3 Spectrum4 Spectrum5 Spectrum6 Spectrum7 Spectrum8 Spectrum9 Spectrum10 Spectrum11 Spectrum12 Spectrum13 Spectrum14 
0 173,78 7 348 -3 7 -11 1 -4 -18 -18 -6 7 -21 -1 0 1 -5 
1 174,04 7 354 -2 15 12 8 -4 7 7 2 2 -11 -3 9 11 7 
2 174,31 -2 335 -5 -2 7 9 -3 2 2 13 5 18 5 6 4 2 
3 174,58 -4 326 3 -7 -3 17 16 4 4 -5 8 -5 3 15 0 -3 
4 174,84 19 334 10 -11 13 15 -3 -2 -2 9 0 -10 -2 -2 -3 8 
5 175,11 1 350 3 3 -1 -9 -5 -9 -9 0 17 -7 -3 2 -20 -12 
6 175,38 14 338 -15 -5 2 13 -7 4 4 -10 -3 9 -5 -11 5 -8 
7 175,64 7 343 -20 1 -3 0 26 19 19 7 13 -5 13 19 1 -5 
8 175,91 1 340 -3 -6 15 -4 -15 -23 -23 -3 -28 -15 -7 -6 14 -4 
9 176,17 -8 347 -6 -3 6 7 -21 -4 -4 6 -16 -2 -14 -8 -2 3 
10 176,44 3 356 9 3 3 8 -8 -19 -19 -6 -6 -17 -3 3 8 -16 
11 176,71 11 338 1 -16 4 -5 0 -6 -6 5 1 -2 1 -13 -14 1 
12 176,97 14 340 4 10 -1 2 2 1 1 -2 14 -4 7 5 0 4 
13 177,24 0 344 -1 13 3 15 -2 4 4 -1 -2 -4 17 12 3 15 
14 177,51 15 336 -7 -7 -8 -5 3 6 6 12 -11 -9 9 12 12 -5 
15 177,77 2 346 -15 -12 1 -10 -3 6 6 5 1 6 7 7 12 4 
16 178,04 1 348 5 -11 -2 -11 -3 0 0 13 -10 -6 10 -14 -5 0 
17 178,3 -1 345 8 -9 -7 2 -6 0 0 1 -13 -2 1 -15 7 2 
18 178,57 7 338 9 -3 17 10 1 5 5 -1 17 18 11 -1 -6 2 
19 178,84 7 350 4 -4 13 5 2 -1 -1 3 11 -1 -6 -6 10 3 
20 179,1 -11 348 -6 5 -8 3 -9 8 8 -4 5 -13 1 3 3 2 
21 179,37 17 343 1 13 9 13 21 -4 -4 10 2 -10 -17 13 -12 2 
22 179,64 -6 345 -2 6 17 -4 -3 6 6 3 12 -3 -4 -4 -17 -1 
23 179,9 11 337 1 -1 -5 6 0 8 8 -5 5 -11 10 1 -12 -23 
24 180,17 8 355 7 0 -3 13 12 -12 -12 -3 7 2 3 -8 16 0 
25 180,43 -2 346 1 -7 10 -8 4 20 20 0 2 -6 4 11 11 9 
26 180,7 8 344 -4 8 -17 17 -4 -29 -29 -2 -3 15 -4 -7 6 -6 
27 180,97 -3 336 11 -3 10 7 -3 15 15 12 8 -10 1 5 -4 15 
28 181,23 18 345 -9 3 12 5 0 10 10 10 1 -4 21 -3 4 -7 
29 181,5 3 352 16 7 -13 -4 -4 2 2 9 -9 1 5 -2 1 -12 
30 181,77 7 342 15 18 -3 5 -1 0 0 7 11 20 -8 -1 -2 5 
31 182,03 7 343 -23 -15 -8 -2 13 -10 -10 -1 -14 -12 2 -11 -5 -7 
32 182,3 7 347 8 20 8 2 5 -3 -3 18 -2 -10 -6 1 0 4 
33 182,56 -4 350 1 5 -11 0 -21 4 4 10 -21 -7 2 7 -27 2 
34 182,83 -9 340 14 11 7 4 1 -16 -16 -3 10 -10 5 12 0 -17 
35 183,1 12 338 19 9 10 -10 13 -3 -3 -10 3 12 15 3 4 20 
36 183,36 27 340 -7 -6 -3 3 -2 2 2 18 11 -16 6 10 -5 4 
37 183,63 10 336 -6 0 -4 12 0 2 2 -2 -11 10 -2 13 -5 0 
38 183,9 11 342 7 -8 -2 1 5 -5 -5 -9 -15 -2 -16 -5 -10 -7 
39 184,16 1 349 3 5 6 -3 -12 -6 -6 3 -8 -1 8 15 -8 -3 
40 184,43 12 348 9 0 2 7 22 10 10 11 8 -6 8 -7 16 5 
41 184,69 6 347 -10 -11 -4 -3 -2 -2 -2 -16 -17 8 -7 10 -11 -8 
42 184,96 -1 342 -13 11 5 3 16 4 4 6 3 -3 10 -6 -4 7 
43 185,23 8 342 12 23 11 0 11 11 11 12 6 3 3 17 13 3 
44 185,49 -21 347 -4 5 -12 -4 4 -9 -9 4 11 0 -1 -13 10 -5 
45 185,76 3 351 4 -1 -22 0 -5 -3 -3 -8 -10 8 1 -1 1 34 
46 186,03 -6 337 -22 -16 -16 0 9 -16 -16 0 -6 -7 -17 -2 -1 -5 
47 186,29 10 325 3 -26 -15 -7 10 -10 -10 6 -10 7 6 15 13 -5 
48 186,56 -4 360 0 1 7 13 -3 8 8 10 -16 -4 -7 2 -22 -6 
49 186,82 18 345 -4 -7 18 -8 17 8 8 5 -1 7 -6 0 -3 5 
